CodIPVA,FABRICANTE,CATEGORIA,MODELO/VERSÃO
0001503ON,MIZA,MOTOCICLETAS/SIMILARES,I/MIZA BEE LJ50Q
0001701ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL.SAV 10 CX
0001702ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL.II
0001703ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL.TUBULAR II
0001704ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL.CX 50
0001705ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYLETTE XR 50
0001706ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYLETTE C50 SPORT
0001707ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL XL 50
0001708ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYLETTE C 50
0001799ON,CALOI,MOTOCICLETAS/SIMILARES,CALOI/MOBYL.
0002001ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/C100 DREAM
0002002ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/C100 BIZ
0002003ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/C100 BIZ ES
0002004ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/C100 BIZ MAIS
0002005ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 125 KS
0002006ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 125 ES
0002007ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 125 MAIS
0002008ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/LEAD 110
0002009ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 125 EX
0002010ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 100 ES
0002011ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 100 KS
0002012ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 125
0002013ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BIZ 110I
0002018ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/ADV 150
0002099ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA
0002199ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/125
0002299ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CBX 150 A
0002393ON,KAWASAKI,MOTOCICLETAS/SIMILARES,KAWASAKI/NINJA ZX-10R
0002602ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB600F HORNET
0002606ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 SOLMAK TRCF
0002607ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 SOLMAK TRCA
0002608ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 MOTOPIT TRC
0002706ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 450 P
0002707ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 450 DX
0002708ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CBR 450 SR
0002709ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 500
0002710ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 300R
0002711ON,HONDA,MOTOCICLETAS/SIMILARES,I/HONDA FURY
0002714ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 650F
0002715ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SH 300I
0002716ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO U
0002717ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO S
0002718ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO F
0002719ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO 4
0002720ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO 8
0002721ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO C
0002722ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160START FUSCO 6
0002724ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SH 300I SPORT
0002773ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 500F
0002774ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 500X
0002775ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 300R LIMITED
0002776ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG160 START DS
0002777ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CB 650R
0002801ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 CARGO
0002802ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 TODAY
0002803ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 TITAN
0002804ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 TITAN ES
0002805ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 TITAN KS
0002806ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 TITAN KSE
0002807ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 TITAN KS
0002808ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 TITAN ES
0002809ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 TITAN ESD
0002810ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 JOB
0002811ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 FAN
0002812ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 SPORT
0002813ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/NXR125 BROS CARGO
0002814ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 FAN JOB KS
0002815ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/NXR150BROS CARGO K
0002816ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SHADOW 750
0002817ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/JPC TRICICLO
0002819ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BRAZCAR CARGO 150
0002820ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 SPECIAL EDIT
0002821ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/150 NISSEI T-CARGO
0002823ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/METAINOX KATUNY MS
0002824ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/POP100
0002825ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/ENGECART TRICAR
0002826ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SOLMAK CG 150 CFF
0002827ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SOLMAK CG 150 CFT
0002828ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/SOLMAK CG 150 CA
0002829ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/FUSCO CARGO 125A
0002830ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/FUSCO CARGO 150A
0002831ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/FUSCO CARGO 125F
0002832ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/FUSCO CARGO 150F
0002837ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/KATUNY GUARA CF
0002838ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/KATUNY COIOTE CA
0002839ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BRAZCAR CARGO 160
0002841ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BRAZCAR 125 CA
0002842ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BRAZCAR 125 CF
0002843ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 FAN ES
0002844ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 FAN KS
0002845ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 CARGO KS
0002846ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 CARGO ES
0002847ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TITAN MIXESD
0002848ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TITAN MIX ES
0002849ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TITAN MIX KS
0002852ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/KATUNY CHITA CP
0002853ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 TITAN EX
0002854ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TITAN MIX EX
0002855ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 150 FAN ESI
0002856ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/BRAZCAR CG150 WIND
0002857ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/MDF CG150 MAXXI CA
0002858ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/MDF CG150 MAXXI CF
0002859ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/MDF CG125 MAXXI CF
0002860ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/MDF CG125 MAXXI CA
0002863ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 FAN ESDI
0002865ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 AGAR THOR CA
0002866ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 AGAR THOR CF
0002867ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 SOLMAK TRCF
0002868ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 SOLMAK TRCA
0002869ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 ROPERCAN GR
0002870ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CGPR 150FAN ESI
0002871ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TRICARGO CF
0002873ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 TRICARGO CA
0002875ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/NC 700X
0002878ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 FUSCO TPF
0002879ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150FANCARGO ESDI
0002883ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 FAN ESD
0002885ON,HONDA,MOTOCICLETAS/SIMILARES,I/HONDA CTX 700N
0002886ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 START
0002887ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 CARGO ESD
0002888ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125 CARGO ESD
0002889ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG150 RPC TOP
0002890ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/NC 750X
0002891ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/POP 110I
0002892ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 FAN ESDI
0002893ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 TITAN EX
0002895ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125I FAN
0002896ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 CARGO ESDI
0002897ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125I CARGO
0002898ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 160 START
0002899ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CG 125
0002901ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CRF 1100L AS
0002902ON,HONDA,MOTOCICLETAS/SIMILARES,I/HONDA CRF 1100L DCT
0002903ON,HONDA,MOTOCICLETAS/SIMILARES,I/HONDA CRF 1100L AS DCT
0002904ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/CRF 1100L
0003201ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XL 125 S
0003202ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XL 125 DUTY
0003203ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XLS 125
0003204ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XLR 125
0003205ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XLR 125 ES
0003206ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XL 700V TRANSALP
0003299ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XL 125
0003501ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XLX 250 R
0003503ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XRE 300
0003505ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150
0003506ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XRE 300 P
0003507ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150 DLX
0003508ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XRE 190
0003509ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150 SPORT
0003510ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XRE 300 ABS
0003511ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150 DLX ABS
0003512ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150 SPORT ABS
0003513ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/PCX 150 ABS
0003514ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XRE 190 SE
0003599ON,HONDA,MOTOCICLETAS/SIMILARES,HONDA/XLX 250
0003947ON,KAWASAKI,MOTOCICLETAS/SIMILARES,I/KAWASAKI NINJA300 ABS
0004111ON,FABRICANTES DIVERSOS,MOTOCICLETAS/SIMILARES,I/HELLCAT SPEEDSTER X132
0004201ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW F650 FREGINO
0004204ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW R1100 GS
0004205ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW R1100 RS
0004206ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW R1100 R
0004208ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW R1100 RT
0004209ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW K1200 RS
0004210ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 C
0004211ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW R1100 S
0004212ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1200 LT
0004213ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 GS
0004214ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F650 GS
0004216ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 R
0004217ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F650 GS DAKAR
0004218ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 RT
0004219ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 RS
0004220ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F650 CS
0004221ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 GS ADVENTURE
0004223ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1150 RROCKSTER
0004225ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1200 GT
0004226ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 GS
0004228ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F650 GS DAKAR MU
0004229ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F650 GS MU
0004230ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1200 LTMU
0004231ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 RT
0004232ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1200 S
0004233ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1200 R
0004234ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW HP2
0004235ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 GS HP2
0004236ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 GS ADVENTURE
0004237ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F 800 S
0004238ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW G650 X CHALLENGE
0004239ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW G650 X MOTO
0004241ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW G650 X COUNTRY
0004242ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F800 GS
0004243ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 R
0004244ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW G450 X
0004245ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K 1300 S
0004246ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K 1300 R
0004247ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K 1300 GT
0004249ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW F800 R
0004251ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW S1000 RR
0004253ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW S1000RR ABS-TC
0004255ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW S1000RR STREET
0004256ON,BMW,MOTOCICLETAS/SIMILARES,BMW/F800 GS
0004257ON,BMW,MOTOCICLETAS/SIMILARES,BMW/F800 R
0004258ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K 1600 GT
0004259ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K 1600 GTL
0004261ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW S1000RR HP4
0004280ON,BMW,MOTOCICLETAS/SIMILARES,BMW/G 650GS SERTAO
0004282ON,BMW,MOTOCICLETAS/SIMILARES,BMW/F 800 GS ADVENTURE
0004283ON,BMW,MOTOCICLETAS/SIMILARES,BMW/R1200 GS ADVENTURE
0004284ON,BMW,MOTOCICLETAS/SIMILARES,BMW/R1200 GS
0004285ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW S1000 R
0004286ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW K1600 GTL EXCLUSIV
0004287ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW C600 SPORT
0004288ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW R1200 R NINE T
0004289ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW C650 GT
0004290ON,BMW,MOTOCICLETAS/SIMILARES,BMW/S1000 XR
0004292ON,BMW,MOTOCICLETAS/SIMILARES,I/BMW FIREXPRESS 1200RT
0004293ON,BMW,MOTOCICLETAS/SIMILARES,BMW/S1000 R
0004294ON,BMW,MOTOCICLETAS/SIMILARES,BMW/F800 GS ADV
0004295ON,BMW,MOTOCICLETAS/SIMILARES,BMW/F700 GS
0004297ON,BMW,MOTOCICLETAS/SIMILARES,BMW/G310 R
0004298ON,BMW,MOTOCICLETAS/SIMILARES,BMW/G310 GS
0004299ON,BMW,MOTOCICLETAS/SIMILARES,IMP/BMW
0004499ON,CAGIVA,MOTOCICLETAS/SIMILARES,CAGIVA-DEMAIS MODELOS
0004604ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI M 600 B
0004606ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 996 B
0004607ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI M S 4 B
0004609ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 998
0004611ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MULTISTRADA1000
0004612ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 999
0004613ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 749
0004616ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 999 R XEROX
0004617ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MULTISTRADA 620
0004621ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 848
0004626ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 848 NICHY H
0004627ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI HYPERMOTARD 796
0004628ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MTS 1200S TOUR
0004630ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MTS 1200
0004631ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MTS 1200 ABS
0004632ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MULTISTRADA1200
0004633ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 848 EVO
0004634ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI DIAVEL
0004635ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI SUPERBIKE 1198S
0004638ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 1199 PANIGALE
0004639ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 1199 PANIGALE S
0004641ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI ST FIGHTER 848
0004643ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 1199 PANIG S A
0004644ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MTS 1200 S T
0004645ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI MTS 1200 S PP
0004646ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 1199 PANIGALE R
0004647ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1200
0004648ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI SBK 848 EVO
0004649ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1200 S T
0004650ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1200 S PP
0004651ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI 1199 PANIG ST A
0004652ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/1199 PANIG S
0004653ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/1199 PANIG
0004654ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/1199 PANIG SENNA
0004657ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI PANIGALE R
0004658ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1200 S
0004660ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/1299 PANIGALE S
0004661ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/1299 PANIGALE
0004663ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1200 E ENDURO
0004664ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/959 PANIGALE
0004666ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MULTISTRADA 950
0004667ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/SUPERSPORT S
0004670ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1260 S
0004671ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1260
0004672ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MTS 1260 S PT
0004673ON,DUCATI,MOTOCICLETAS/SIMILARES,I/DUCATI PANIGALE V4 R
0004674ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/PANIGALE V4 S
0004676ON,DUCATI,MOTOCICLETAS/SIMILARES,DUCATI/MULTISTRADA 950 S
0004699ON,DUCATI,MOTOCICLETAS/SIMILARES,IMP/DUCATI
0004701ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FXSTC SC
0004702ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FXSTS SS
0004705ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FXDWG DWG
0004706ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FXD DSG
0004709ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FLHR EGRK
0004710ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FLHT EG
0004711ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FLSTF FB
0004712ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON FLSTC HSC
0004713ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON FLSTN HSS
0004714ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON XLH S883
0004716ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON XLH 1200S
0004720ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON FLHP
0004721ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,IMP/H.DAVIDSON XLH 1200
0004722ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XL 1200 C
0004723ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON FXSTB
0004724ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON FXD WG Z
0004726ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON FXD Z
0004728ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XLH 883
0004729ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XLH 883 C
0004731ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCA
0004732ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XL 883 C
0004733ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XL 883
0004734ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCB
0004735ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XL 883L
0004738ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCSE
0004739ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCR
0004740ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON XL 883R
0004746ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCAW
0004747ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCDX
0004749ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCX
0004754ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCAWA
0004760ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCDXA
0004763ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,I/H.DAVIDSON VRSCF
0004774ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,HARLEY DAVIDSON/FLSTN
0004776ON,HARLEY DAVIDSON,MOTOCICLETAS/SIMILARES,HARLEY DAVIDSON/FLSTF
